(FALSE NORMAL NORMAL FALSE NORMAL ? NORMAL FALSE NORMAL NORMAL ? HIGH FALSE FALSE LOW LOW TRUE ZERO NORMAL LOW LOW NORMAL ? NORMAL NORMAL LOW FALSE HIGH HIGH HIGH ZERO ? HIGH HIGH LOW LOW LOW)
(FALSE NORMAL NORMAL FALSE NORMAL ? NORMAL FALSE HIGH HIGH ? HIGH FALSE FALSE LOW LOW FALSE ZERO NORMAL LOW LOW NORMAL ? NORMAL NORMAL NORMAL FALSE NORMAL NORMAL LOW ZERO ? HIGH HIGH HIGH HIGH LOW)
(FALSE NORMAL LOW FALSE NORMAL ? NORMAL FALSE HIGH HIGH ? HIGH FALSE FALSE NORMAL LOW FALSE ZERO NORMAL LOW LOW NORMAL ? HIGH NORMAL HIGH FALSE NORMAL NORMAL LOW ZERO ? HIGH HIGH HIGH HIGH HIGH)
(FALSE NORMAL NORMAL FALSE NORMAL ? NORMAL FALSE HIGH HIGH ? HIGH FALSE FALSE LOW LOW FALSE ZERO NORMAL LOW LOW NORMAL ? NORMAL NORMAL HIGH FALSE NORMAL NORMAL LOW ZERO ? HIGH HIGH HIGH HIGH LOW)
(FALSE NORMAL NORMAL FALSE NORMAL ? NORMAL FALSE HIGH HIGH ? HIGH FALSE FALSE NORMAL LOW FALSE HIGH NORMAL HIGH HIGH LOW ? NORMAL NORMAL HIGH FALSE LOW LOW ZERO LOW ? LOW HIGH HIGH HIGH NORMAL)
(FALSE HIGH HIGH TRUE HIGH ? LOW FALSE LOW LOW ? LOW FALSE FALSE HIGH LOW FALSE ZERO NORMAL LOW LOW HIGH ? NORMAL NORMAL HIGH FALSE NORMAL NORMAL LOW ZERO ? HIGH HIGH NORMAL LOW NORMAL)
(FALSE NORMAL NORMAL FALSE NORMAL ? LOW FALSE HIGH HIGH ? HIGH FALSE FALSE NORMAL LOW FALSE ZERO NORMAL LOW LOW NORMAL ? NORMAL NORMAL NORMAL FALSE NORMAL NORMAL LOW ZERO ? HIGH HIGH HIGH LOW HIGH)
(FALSE NORMAL NORMAL FALSE NORMAL ? NORMAL FALSE HIGH HIGH ? HIGH FALSE FALSE LOW LOW FALSE ZERO NORMAL LOW LOW NORMAL ? NORMAL NORMAL LOW FALSE NORMAL NORMAL LOW ZERO ? HIGH HIGH HIGH HIGH LOW)
(FALSE NORMAL NORMAL FALSE NORMAL ? NORMAL TRUE NORMAL HIGH ? HIGH TRUE FALSE LOW LOW FALSE ZERO NORMAL LOW LOW NORMAL ? NORMAL NORMAL HIGH TRUE NORMAL NORMAL ZERO ZERO ? HIGH HIGH HIGH HIGH LOW)
(FALSE NORMAL NORMAL FALSE NORMAL ? HIGH FALSE LOW LOW ? LOW FALSE FALSE HIGH LOW FALSE ZERO NORMAL LOW LOW NORMAL ? NORMAL NORMAL HIGH FALSE NORMAL NORMAL LOW ZERO ? HIGH HIGH NORMAL HIGH NORMAL)
(FALSE NORMAL NORMAL FALSE NORMAL ? HIGH FALSE HIGH HIGH ? HIGH FALSE FALSE LOW LOW TRUE ZERO NORMAL LOW LOW NORMAL ? NORMAL NORMAL ZERO FALSE LOW LOW ZERO ZERO ? HIGH HIGH HIGH HIGH LOW)
(FALSE LOW LOW FALSE LOW ? NORMAL FALSE HIGH HIGH ? HIGH FALSE FALSE HIGH LOW TRUE ZERO NORMAL LOW LOW LOW ? NORMAL NORMAL HIGH FALSE NORMAL NORMAL LOW ZERO ? HIGH HIGH HIGH HIGH HIGH)
(FALSE NORMAL LOW TRUE HIGH ? NORMAL TRUE NORMAL HIGH ? HIGH FALSE FALSE LOW HIGH FALSE ZERO NORMAL LOW LOW NORMAL ? NORMAL NORMAL HIGH FALSE NORMAL NORMAL LOW ZERO ? HIGH HIGH HIGH HIGH LOW)
(FALSE NORMAL NORMAL FALSE NORMAL ? NORMAL FALSE HIGH HIGH ? HIGH FALSE FALSE LOW LOW FALSE HIGH NORMAL HIGH HIGH NORMAL ? NORMAL NORMAL HIGH FALSE LOW LOW ZERO LOW ? LOW HIGH HIGH HIGH NORMAL)
(TRUE LOW LOW FALSE LOW ? LOW FALSE HIGH HIGH ? HIGH FALSE FALSE NORMAL LOW FALSE ZERO NORMAL LOW LOW NORMAL ? NORMAL NORMAL LOW FALSE NORMAL NORMAL LOW ZERO ? HIGH HIGH HIGH LOW LOW)
(FALSE HIGH HIGH TRUE HIGH ? LOW FALSE HIGH HIGH ? HIGH FALSE FALSE LOW ZERO FALSE ZERO NORMAL LOW LOW NORMAL ? NORMAL NORMAL HIGH FALSE NORMAL NORMAL LOW ZERO ? LOW HIGH HIGH LOW LOW)
(FALSE LOW LOW FALSE LOW ? NORMAL FALSE LOW LOW ? LOW FALSE FALSE HIGH LOW FALSE HIGH NORMAL HIGH HIGH HIGH ? NORMAL NORMAL HIGH TRUE NORMAL NORMAL ZERO LOW ? LOW NORMAL NORMAL LOW NORMAL)
(FALSE NORMAL NORMAL FALSE NORMAL ? NORMAL FALSE HIGH HIGH ? HIGH FALSE FALSE NORMAL LOW FALSE ZERO NORMAL LOW LOW HIGH ? NORMAL NORMAL HIGH FALSE NORMAL NORMAL LOW ZERO ? HIGH HIGH HIGH HIGH HIGH)
(FALSE NORMAL NORMAL FALSE NORMAL ? NORMAL FALSE HIGH HIGH ? HIGH FALSE FALSE HIGH LOW FALSE ZERO NORMAL LOW LOW NORMAL ? NORMAL NORMAL NORMAL FALSE NORMAL NORMAL LOW ZERO ? HIGH HIGH HIGH HIGH HIGH)
(FALSE NORMAL HIGH TRUE HIGH ? NORMAL FALSE LOW LOW ? LOW FALSE FALSE HIGH NORMAL FALSE ZERO NORMAL LOW LOW NORMAL ? HIGH ONESIDED HIGH FALSE NORMAL NORMAL LOW LOW ? HIGH NORMAL NORMAL NORMAL HIGH)
(FALSE NORMAL NORMAL FALSE NORMAL ? NORMAL FALSE HIGH NORMAL ? NORMAL FALSE FALSE LOW LOW FALSE ZERO NORMAL LOW LOW NORMAL ? NORMAL NORMAL HIGH FALSE NORMAL NORMAL LOW ZERO ? HIGH HIGH HIGH HIGH LOW)
(FALSE NORMAL LOW FALSE NORMAL ? NORMAL FALSE LOW HIGH ? HIGH FALSE FALSE HIGH LOW FALSE ZERO NORMAL LOW LOW NORMAL ? NORMAL NORMAL HIGH FALSE NORMAL NORMAL LOW ZERO ? HIGH HIGH HIGH HIGH HIGH)
(FALSE NORMAL NORMAL FALSE NORMAL ? NORMAL FALSE HIGH HIGH ? HIGH FALSE FALSE NORMAL ZERO FALSE ZERO NORMAL HIGH HIGH NORMAL ? NORMAL NORMAL LOW FALSE NORMAL NORMAL LOW ZERO ? LOW HIGH HIGH HIGH HIGH)
(FALSE HIGH NORMAL FALSE NORMAL ? NORMAL FALSE HIGH NORMAL ? HIGH FALSE FALSE NORMAL LOW FALSE ZERO NORMAL LOW LOW LOW ? NORMAL NORMAL NORMAL FALSE NORMAL NORMAL LOW ZERO ? HIGH HIGH HIGH HIGH HIGH)
(FALSE LOW NORMAL FALSE NORMAL ? NORMAL FALSE HIGH HIGH ? HIGH FALSE FALSE LOW NORMAL FALSE ZERO NORMAL LOW LOW HIGH ? HIGH NORMAL NORMAL FALSE NORMAL NORMAL LOW ZERO ? HIGH HIGH HIGH HIGH LOW)
(FALSE HIGH HIGH TRUE HIGH ? NORMAL FALSE HIGH HIGH ? HIGH FALSE FALSE HIGH LOW FALSE ZERO NORMAL LOW LOW NORMAL ? NORMAL NORMAL NORMAL FALSE NORMAL NORMAL LOW ZERO ? HIGH HIGH HIGH HIGH HIGH)
(FALSE NORMAL NORMAL FALSE NORMAL ? NORMAL FALSE LOW LOW ? LOW FALSE FALSE LOW LOW FALSE ZERO NORMAL LOW HIGH HIGH ? NORMAL NORMAL HIGH FALSE NORMAL NORMAL LOW ZERO ? NORMAL HIGH NORMAL NORMAL LOW)
(FALSE NORMAL NORMAL FALSE NORMAL ? NORMAL FALSE HIGH HIGH ? HIGH FALSE FALSE LOW LOW FALSE ZERO NORMAL LOW LOW NORMAL ? NORMAL NORMAL HIGH FALSE NORMAL NORMAL LOW ZERO ? HIGH HIGH HIGH HIGH LOW)
(FALSE LOW LOW FALSE LOW ? NORMAL TRUE LOW LOW ? LOW FALSE FALSE HIGH NORMAL FALSE ZERO NORMAL LOW LOW NORMAL ? HIGH ONESIDED HIGH FALSE NORMAL NORMAL LOW LOW ? HIGH HIGH NORMAL NORMAL HIGH)
(FALSE NORMAL NORMAL FALSE NORMAL ? NORMAL FALSE HIGH HIGH ? HIGH FALSE FALSE HIGH LOW FALSE ZERO NORMAL LOW LOW NORMAL ? NORMAL NORMAL HIGH TRUE NORMAL NORMAL ZERO ZERO ? HIGH HIGH HIGH HIGH HIGH)
(FALSE NORMAL HIGH FALSE HIGH ? LOW FALSE HIGH HIGH ? HIGH FALSE FALSE LOW LOW FALSE ZERO NORMAL LOW LOW NORMAL ? NORMAL NORMAL HIGH FALSE NORMAL NORMAL LOW ZERO ? HIGH HIGH HIGH LOW LOW)
(FALSE NORMAL NORMAL FALSE NORMAL ? NORMAL TRUE NORMAL HIGH ? HIGH FALSE FALSE NORMAL LOW FALSE ZERO LOW LOW LOW NORMAL ? NORMAL NORMAL NORMAL FALSE NORMAL NORMAL LOW ZERO ? HIGH HIGH HIGH HIGH HIGH)
(FALSE NORMAL NORMAL FALSE NORMAL ? NORMAL FALSE HIGH HIGH ? HIGH FALSE FALSE HIGH LOW FALSE ZERO NORMAL LOW LOW NORMAL ? NORMAL NORMAL LOW FALSE NORMAL NORMAL LOW ZERO ? HIGH HIGH HIGH HIGH HIGH)
(FALSE LOW NORMAL FALSE NORMAL ? NORMAL TRUE NORMAL HIGH ? HIGH FALSE FALSE LOW LOW FALSE ZERO NORMAL LOW LOW NORMAL ? HIGH NORMAL NORMAL FALSE NORMAL NORMAL LOW ZERO ? HIGH HIGH HIGH HIGH LOW)
(FALSE NORMAL NORMAL FALSE NORMAL ? NORMAL FALSE HIGH HIGH ? HIGH FALSE FALSE HIGH LOW FALSE ZERO NORMAL LOW LOW NORMAL ? NORMAL NORMAL LOW FALSE NORMAL NORMAL LOW ZERO ? HIGH HIGH HIGH HIGH HIGH)
(FALSE NORMAL NORMAL FALSE NORMAL ? NORMAL FALSE HIGH HIGH ? HIGH FALSE FALSE LOW LOW FALSE LOW NORMAL HIGH HIGH NORMAL ? NORMAL NORMAL NORMAL FALSE NORMAL HIGH HIGH LOW ? LOW HIGH HIGH HIGH LOW)
(FALSE HIGH HIGH TRUE HIGH ? LOW FALSE HIGH HIGH ? HIGH TRUE FALSE NORMAL LOW FALSE HIGH NORMAL HIGH HIGH LOW ? NORMAL NORMAL HIGH TRUE NORMAL NORMAL ZERO LOW ? LOW HIGH HIGH NORMAL NORMAL)
(FALSE NORMAL NORMAL FALSE NORMAL ? NORMAL FALSE HIGH HIGH ? HIGH FALSE FALSE NORMAL HIGH FALSE ZERO NORMAL LOW LOW NORMAL ? NORMAL NORMAL NORMAL FALSE NORMAL NORMAL LOW ZERO ? HIGH HIGH HIGH HIGH HIGH)
(FALSE NORMAL NORMAL FALSE NORMAL ? NORMAL FALSE HIGH HIGH ? HIGH FALSE FALSE NORMAL LOW FALSE ZERO NORMAL LOW LOW LOW ? NORMAL NORMAL HIGH FALSE NORMAL NORMAL LOW ZERO ? HIGH HIGH HIGH HIGH HIGH)
(FALSE HIGH HIGH TRUE HIGH ? LOW FALSE LOW LOW ? LOW FALSE FALSE LOW LOW FALSE ZERO NORMAL LOW LOW NORMAL ? NORMAL NORMAL LOW FALSE NORMAL NORMAL LOW ZERO ? HIGH HIGH NORMAL LOW LOW)
